ancestry,age_group,sex,district,year,value
Immigrants of western origin,0-10 years,Men,Bispebjerg,2002,10.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2004,9.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2005,10.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2006,7.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2007,11.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2008,12.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2009,15.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2010,19.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2011,16.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2012,17.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2013,16.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2014,17.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2015,23.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2016,30.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2017,25.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2018,21.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2019,19.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2020,21.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2021,24.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2022,23.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2023,23.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2024,23.0
Immigrants of western origin,0-10 years,Men,Bispebjerg,2025,19.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,1988,8.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,1989,15.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,1990,13.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,1991,10.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,1992,8.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,1993,5.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,1994,6.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,1995,8.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,1996,6.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,1997,5.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,1998,5.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,1999,5.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2000,3.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2001,6.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2002,5.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2003,5.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2004,4.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2005,3.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2006,4.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2007,5.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2008,7.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2009,16.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2010,21.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2011,31.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2012,43.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2013,48.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2014,40.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2015,44.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2016,46.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2017,38.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2018,28.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2019,25.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2020,24.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2021,22.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2022,22.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2023,24.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2024,22.0
Immigrants of western origin,0-10 years,Men,Brønshøj-Husum,2025,17.0
Immigrants of western origin,0-10 years,Men,Indre By,1986,26.0
Immigrants of western origin,0-10 years,Men,Indre By,1987,33.0
Immigrants of western origin,0-10 years,Men,Indre By,1988,38.0
Immigrants of western origin,0-10 years,Men,Indre By,1989,27.0
Immigrants of western origin,0-10 years,Men,Indre By,1990,21.0
Immigrants of western origin,0-10 years,Men,Indre By,1991,19.0
Immigrants of western origin,0-10 years,Men,Indre By,1992,20.0
Immigrants of western origin,0-10 years,Men,Indre By,1993,21.0
Immigrants of western origin,0-10 years,Men,Indre By,1994,16.0
Immigrants of western origin,0-10 years,Men,Indre By,1996,20.0
Immigrants of western origin,0-10 years,Men,Indre By,1997,21.0
Immigrants of western origin,0-10 years,Men,Indre By,2000,21.0
Immigrants of western origin,0-10 years,Men,Indre By,2001,32.0
Immigrants of western origin,0-10 years,Men,Indre By,2002,29.0
Immigrants of western origin,0-10 years,Men,Indre By,2003,28.0
Immigrants of western origin,0-10 years,Men,Indre By,2004,23.0
Immigrants of western origin,0-10 years,Men,Indre By,2005,26.0
Immigrants of western origin,0-10 years,Men,Indre By,2006,35.0
Immigrants of western origin,0-10 years,Men,Indre By,2007,38.0
Immigrants of western origin,0-10 years,Men,Indre By,2009,43.0
Immigrants of western origin,0-10 years,Men,Indre By,2010,42.0
Immigrants of western origin,0-10 years,Men,Indre By,2011,44.0
Immigrants of western origin,0-10 years,Men,Indre By,2012,41.0
Immigrants of western origin,0-10 years,Men,Indre By,2013,55.0
Immigrants of western origin,0-10 years,Men,Indre By,2014,55.0
Immigrants of western origin,0-10 years,Men,Indre By,2015,63.0
Immigrants of western origin,0-10 years,Men,Indre By,2016,73.0
Immigrants of western origin,0-10 years,Men,Indre By,2017,82.0
Immigrants of western origin,0-10 years,Men,Indre By,2018,88.0
Immigrants of western origin,0-10 years,Men,Indre By,2019,96.0
Immigrants of western origin,0-10 years,Men,Indre By,2020,80.0
Immigrants of western origin,0-10 years,Men,Indre By,2021,68.0
Immigrants of western origin,0-10 years,Men,Indre By,2022,61.0
Immigrants of western origin,0-10 years,Men,Indre By,2023,59.0
Immigrants of western origin,0-10 years,Men,Indre By,2024,73.0
Immigrants of western origin,0-10 years,Men,Indre By,2025,81.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1986,18.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1987,19.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1988,24.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1989,20.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1991,14.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1992,19.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1993,22.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1994,28.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1995,26.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1996,28.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1997,27.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1998,24.0
Immigrants of western origin,0-10 years,Men,Nørrebro,1999,25.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2000,23.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2001,29.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2002,21.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2003,16.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2004,18.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2005,15.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2006,22.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2007,23.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2008,17.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2009,27.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2010,24.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2011,27.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2012,27.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2013,22.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2014,27.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2015,25.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2016,30.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2017,27.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2018,22.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2019,29.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2020,31.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2021,20.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2022,18.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2023,20.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2024,19.0
Immigrants of western origin,0-10 years,Men,Nørrebro,2025,16.0
Immigrants of western origin,0-10 years,Men,Valby,1987,5.0
Immigrants of western origin,0-10 years,Men,Valby,1997,9.0
Immigrants of western origin,0-10 years,Men,Valby,2002,7.0
Immigrants of western origin,0-10 years,Men,Valby,2003,8.0
Immigrants of western origin,0-10 years,Men,Valby,2004,13.0
Immigrants of western origin,0-10 years,Men,Valby,2005,7.0
Immigrants of western origin,0-10 years,Men,Valby,2006,11.0
Immigrants of western origin,0-10 years,Men,Valby,2007,14.0
Immigrants of western origin,0-10 years,Men,Valby,2008,15.0
Immigrants of western origin,0-10 years,Men,Valby,2009,13.0
Immigrants of western origin,0-10 years,Men,Valby,2010,21.0
Immigrants of western origin,0-10 years,Men,Valby,2011,30.0
Immigrants of western origin,0-10 years,Men,Valby,2012,24.0
Immigrants of western origin,0-10 years,Men,Valby,2013,27.0
Immigrants of western origin,0-10 years,Men,Valby,2014,30.0
Immigrants of western origin,0-10 years,Men,Valby,2015,41.0
Immigrants of western origin,0-10 years,Men,Valby,2016,36.0
Immigrants of western origin,0-10 years,Men,Valby,2017,44.0
Immigrants of western origin,0-10 years,Men,Valby,2018,39.0
Immigrants of western origin,0-10 years,Men,Valby,2019,41.0
Immigrants of western origin,0-10 years,Men,Valby,2020,45.0
Immigrants of western origin,0-10 years,Men,Valby,2021,37.0
Immigrants of western origin,0-10 years,Men,Valby,2022,52.0
Immigrants of western origin,0-10 years,Men,Valby,2023,59.0
Immigrants of western origin,0-10 years,Men,Valby,2024,60.0
Immigrants of western origin,0-10 years,Men,Valby,2025,58.0
Immigrants of western origin,0-10 years,Men,Vanløse,1997,6.0
Immigrants of western origin,0-10 years,Men,Vanløse,1998,6.0
Immigrants of western origin,0-10 years,Men,Vanløse,1999,5.0
Immigrants of western origin,0-10 years,Men,Vanløse,2004,3.0
Immigrants of western origin,0-10 years,Men,Vanløse,2005,3.0
Immigrants of western origin,0-10 years,Men,Vanløse,2006,4.0
Immigrants of western origin,0-10 years,Men,Vanløse,2007,5.0
Immigrants of western origin,0-10 years,Men,Vanløse,2009,15.0
Immigrants of western origin,0-10 years,Men,Vanløse,2010,13.0
Immigrants of western origin,0-10 years,Men,Vanløse,2011,7.0
Immigrants of western origin,0-10 years,Men,Vanløse,2012,8.0
Immigrants of western origin,0-10 years,Men,Vanløse,2013,8.0
Immigrants of western origin,0-10 years,Men,Vanløse,2014,11.0
Immigrants of western origin,0-10 years,Men,Vanløse,2015,17.0
Immigrants of western origin,0-10 years,Men,Vanløse,2016,16.0
Immigrants of western origin,0-10 years,Men,Vanløse,2017,22.0
Immigrants of western origin,0-10 years,Men,Vanløse,2018,22.0
Immigrants of western origin,0-10 years,Men,Vanløse,2019,22.0
Immigrants of western origin,0-10 years,Men,Vanløse,2020,15.0
Immigrants of western origin,0-10 years,Men,Vanløse,2021,13.0
Immigrants of western origin,0-10 years,Men,Vanløse,2022,12.0
Immigrants of western origin,0-10 years,Men,Vanløse,2023,7.0
Immigrants of western origin,0-10 years,Men,Vanløse,2024,8.0
Immigrants of western origin,0-10 years,Men,Vanløse,2025,9.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1986,32.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1987,30.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1988,30.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1989,35.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1990,28.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1991,18.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1992,16.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1993,18.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1994,15.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1995,17.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1996,15.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1997,15.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1998,26.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,1999,23.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2000,16.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2001,13.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2002,15.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2003,19.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2004,19.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2005,15.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2006,20.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2007,23.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2008,36.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2009,27.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2010,35.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2011,34.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2012,31.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2013,35.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2014,35.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2015,46.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2016,44.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2017,50.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2018,49.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2019,59.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2020,76.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2021,78.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2022,85.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2023,97.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2024,101.0
Immigrants of western origin,0-10 years,Men,Vesterbro/Kongens Enghave,2025,105.0
Immigrants of western origin,0-10 years,Men,Østerbro,1986,15.0
Immigrants of western origin,0-10 years,Men,Østerbro,1987,19.0
Immigrants of western origin,0-10 years,Men,Østerbro,1988,17.0
Immigrants of western origin,0-10 years,Men,Østerbro,1991,15.0
Immigrants of western origin,0-10 years,Men,Østerbro,1992,16.0
Immigrants of western origin,0-10 years,Men,Østerbro,1993,18.0
Immigrants of western origin,0-10 years,Men,Østerbro,1994,15.0
Immigrants of western origin,0-10 years,Men,Østerbro,1995,16.0
Immigrants of western origin,0-10 years,Men,Østerbro,1996,21.0
Immigrants of western origin,0-10 years,Men,Østerbro,1997,16.0
Immigrants of western origin,0-10 years,Men,Østerbro,1998,24.0
Immigrants of western origin,0-10 years,Men,Østerbro,1999,29.0
Immigrants of western origin,0-10 years,Men,Østerbro,2000,26.0
Immigrants of western origin,0-10 years,Men,Østerbro,2001,28.0
Immigrants of western origin,0-10 years,Men,Østerbro,2002,32.0
Immigrants of western origin,0-10 years,Men,Østerbro,2003,30.0
Immigrants of western origin,0-10 years,Men,Østerbro,2004,30.0
Immigrants of western origin,0-10 years,Men,Østerbro,2005,31.0
Immigrants of western origin,0-10 years,Men,Østerbro,2006,32.0
