education,unemployment_degree,district,year,value
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Brønshøj-Husum,2023,155.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2008,126.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2009,173.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2010,182.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2011,159.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2012,161.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2013,148.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2014,165.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2015,147.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2016,156.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2017,120.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2018,121.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2019,113.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2020,156.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2021,106.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2022,102.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Indre By,2023,122.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2008,301.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2009,328.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2010,416.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2011,398.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2012,431.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2013,412.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2014,383.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2015,360.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2016,304.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2017,299.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2018,282.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2019,248.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2020,269.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2021,279.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2022,221.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Nørrebro,2023,269.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2008,184.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2009,308.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2010,341.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2011,311.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2012,345.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2013,361.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2014,343.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2015,322.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2016,305.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2017,279.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2018,262.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2019,238.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2020,270.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2021,294.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2022,230.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Valby,2023,259.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2008,137.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2009,200.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2010,227.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2011,246.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2012,228.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2013,235.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2014,220.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2015,189.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2016,196.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2017,173.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2018,163.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2019,156.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2020,165.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2021,158.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2022,134.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vanløse,2023,126.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2008,257.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2009,325.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2010,339.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2011,319.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2012,315.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2013,360.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2014,319.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2015,290.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2016,288.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2017,252.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2018,244.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2019,261.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2020,275.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2021,267.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2022,231.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Vesterbro/Kongens Enghave,2023,225.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2008,212.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2009,296.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2010,294.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2011,323.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2012,293.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2013,317.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2014,284.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2015,256.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2016,255.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2017,242.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2018,253.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2019,229.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2020,244.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2021,200.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2022,174.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,2-0,4]",Østerbro,2023,186.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2008,110.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2009,217.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2010,225.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2011,287.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2012,237.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2013,247.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2014,280.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2015,245.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2016,207.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2017,187.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2018,161.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2019,192.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2020,237.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2021,244.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2022,139.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Vest,2023,163.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Øst,2008,117.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Øst,2009,223.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Øst,2010,277.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Øst,2011,298.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Øst,2012,266.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Øst,2013,263.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Øst,2014,239.0
Vocational Education and Training (VET) and short cycle higher educations,"]0,4-0,6]",Amager Øst,2015,211.0
